date,stock_price,strike_price,time_to_maturity,option_type,theoretical_price,market_price,bid_price,ask_price,implied_volatility,volume,open_interest,risk_free_rate
2023-01-24,96.88,90,0.08,put,0.0097,0.0096,0.0095,0.0097,0.1168,53,530,0.05
2023-01-24,96.88,95,0.08,call,4.1969,4.1869,4.1449,4.2289,0.271,41,451,0.05
2023-01-24,96.88,95,0.08,put,2.3825,2.3843,2.3605,2.4081,0.3143,53,265,0.05
2023-01-24,96.88,100,0.08,call,1.45,1.436,1.4215,1.4505,0.2332,48,528,0.05
2023-01-24,96.88,100,0.08,put,4.0215,3.9748,3.9345,4.015,0.2188,42,546,0.05
2023-01-24,96.88,105,0.08,call,0.4202,0.423,0.4188,0.4272,0.2358,52,988,0.05
2023-01-24,96.88,105,0.08,put,8.5027,8.4064,8.3213,8.4914,0.2933,43,387,0.05
2023-01-24,96.88,110,0.08,call,0.1697,0.1695,0.1678,0.1712,0.2672,42,252,0.05
2023-01-24,96.88,110,0.08,put,12.8356,12.8177,12.6893,12.946,0.2637,31,155,0.05
2023-01-24,96.88,90,0.25,call,10.2423,10.1714,10.069,10.2739,0.287,43,688,0.05
2023-01-24,96.88,90,0.25,put,2.4776,2.4861,2.4613,2.5109,0.3023,49,735,0.05
2023-01-24,96.88,95,0.25,call,6.3718,6.4715,6.4078,6.5352,0.2463,41,779,0.05
2023-01-24,96.88,95,0.25,put,3.754,3.7503,3.7127,3.7878,0.2706,44,396,0.05
2023-01-24,96.88,100,0.25,call,3.4159,3.3667,3.3325,3.4008,0.2199,45,495,0.05
2023-01-24,96.88,100,0.25,put,6.6949,6.6942,6.6272,6.7611,0.2929,48,384,0.05
2023-01-24,96.88,105,0.25,call,1.7581,1.7669,1.7493,1.7845,0.2171,42,378,0.05
2023-01-24,96.88,105,0.25,put,10.7726,10.7073,10.5995,10.815,0.3421,40,320,0.05
2023-01-24,96.88,110,0.25,call,1.5668,1.5513,1.5356,1.567,0.2728,39,702,0.05
2023-01-24,96.88,110,0.25,put,12.8387,13.04,12.9116,13.1684,0.2378,40,680,0.05
2023-01-24,96.88,90,0.5,call,11.1176,10.9738,10.8626,11.0849,0.207,45,315,0.05
2023-01-24,96.88,90,0.5,put,1.6326,1.6087,1.5923,1.625,0.1883,52,676,0.05
2023-01-24,96.88,95,0.5,call,8.3564,8.2766,8.1931,8.3602,0.2249,51,408,0.05
2023-01-24,96.88,95,0.5,put,4.9132,4.8947,4.8456,4.9439,0.2555,57,741,0.05
2023-01-24,96.88,100,0.5,call,6.2464,6.3879,6.3255,6.4504,0.2397,48,288,0.05
2023-01-24,96.88,100,0.5,put,7.3335,7.3858,7.3125,7.4591,0.2558,58,522,0.05
2023-01-24,96.88,105,0.5,call,2.1589,2.1228,2.1012,2.1444,0.1558,39,429,0.05
2023-01-24,96.88,105,0.5,put,9.4168,9.4793,9.3851,9.5734,0.2234,43,688,0.05
2023-01-24,96.88,110,0.5,call,2.2951,2.2919,2.269,2.3149,0.2138,38,570,0.05
2023-01-24,96.88,110,0.5,put,13.2065,13.4267,13.2946,13.5587,0.2357,50,900,0.05
2023-01-25,94.74,90,0.08,call,6.5343,6.4685,6.4032,6.5339,0.3262,64,768,0.05
2023-01-25,94.74,90,0.08,put,0.6786,0.6731,0.6663,0.6799,0.2328,35,350,0.05
2023-01-25,94.74,95,0.08,call,3.1101,3.1217,3.0906,3.1528,0.2855,43,688,0.05
2023-01-25,94.74,95,0.08,put,2.2396,2.2303,2.2079,2.2527,0.2153,45,720,0.05
2023-01-25,94.74,100,0.08,call,0.2344,0.236,0.2336,0.2383,0.1487,54,324,0.05
2023-01-25,94.74,100,0.08,put,6.322,6.3359,6.2726,6.3991,0.3053,51,612,0.05
2023-01-25,94.74,105,0.08,call,0.276,0.278,0.2753,0.2808,0.2539,56,336,0.05
2023-01-25,94.74,105,0.08,put,9.8498,9.8327,9.7342,9.9312,0.1447,39,312,0.05
2023-01-25,94.74,110,0.08,call,0.1246,0.1257,0.1245,0.127,0.2886,41,328,0.05
2023-01-25,94.74,110,0.08,put,14.9358,14.9185,14.7691,15.0678,0.2851,39,468,0.05
2023-01-25,94.74,90,0.25,call,8.2922,8.2787,8.1958,8.3616,0.2626,60,1020,0.05
2023-01-25,94.74,90,0.25,put,1.4137,1.4013,1.3872,1.4154,0.1974,38,722,0.05
2023-01-25,94.74,95,0.25,call,4.8201,4.7231,4.6749,4.7713,0.2311,60,900,0.05
2023-01-25,94.74,95,0.25,put,4.2413,4.2683,4.2259,4.3107,0.2494,51,918,0.05
2023-01-25,94.74,100,0.25,call,2.7795,2.812,2.7842,2.8398,0.2336,67,871,0.05
2023-01-25,94.74,100,0.25,put,7.2153,7.3114,7.2392,7.3836,0.2567,47,423,0.05
2023-01-25,94.74,105,0.25,call,1.8762,1.8501,1.8313,1.8689,0.2613,37,407,0.05
2023-01-25,94.74,105,0.25,put,10.2192,10.2125,10.1103,10.3147,0.2202,36,288,0.05
2023-01-25,94.74,110,0.25,call,1.0671,1.0807,1.07,1.0914,0.2664,42,210,0.05
2023-01-25,94.74,110,0.25,put,14.965,15.1367,14.9871,15.2864,0.2669,47,235,0.05
2023-01-25,94.74,90,0.5,call,10.4571,10.3612,10.2566,10.4657,0.2483,51,867,0.05
2023-01-25,94.74,90,0.5,put,3.9174,3.948,3.9088,3.9872,0.2663,38,646,0.05
2023-01-25,94.74,95,0.5,call,6.88,7.0235,6.9547,7.0923,0.2188,58,464,0.05
2023-01-25,94.74,95,0.5,put,4.2844,4.3375,4.2946,4.3803,0.1993,45,765,0.05
2023-01-25,94.74,100,0.5,call,9.052,8.9748,8.8842,9.0653,0.3842,35,560,0.05
2023-01-25,94.74,100,0.5,put,8.3702,8.3073,8.2236,8.391,0.2543,33,495,0.05
2023-01-25,94.74,105,0.5,call,3.7134,3.7133,3.6762,3.7504,0.2478,52,520,0.05
2023-01-25,94.74,105,0.5,put,10.7044,10.601,10.494,10.7081,0.2205,39,429,0.05
2023-01-25,94.74,110,0.5,call,3.0079,2.9923,2.9622,3.0224,0.2713,39,702,0.05
2023-01-25,94.74,110,0.5,put,17.645,17.7265,17.55,17.9029,0.3582,46,598,0.05
2023-01-26,93.94,90,0.08,call,5.2161,5.2488,5.1966,5.3009,0.2415,53,848,0.05
2023-01-26,93.94,90,0.08,put,1.0652,1.0675,1.0569,1.0782,0.2593,36,288,0.05
2023-01-26,93.94,95,0.08,call,1.8154,1.7977,1.7795,1.8158,0.2011,59,767,0.05
2023-01-26,93.94,95,0.08,put,3.0124,2.9584,2.9283,2.9885,0.2499,53,424,0.05
2023-01-26,93.94,100,0.08,call,0.3188,0.3157,0.3125,0.3189,0.1822,47,235,0.05
2023-01-26,93.94,100,0.08,put,5.7712,5.9123,5.8546,5.97,0.1379,51,408,0.05
2023-01-26,93.94,105,0.08,call,0.1136,0.1127,0.1115,0.1138,0.2229,51,408,0.05
2023-01-26,93.94,105,0.08,put,10.7597,10.9927,10.8851,11.1003,0.2248,56,952,0.05
2023-01-26,93.94,110,0.08,call,0.1411,0.1399,0.1384,0.1413,0.3095,45,810,0.05
2023-01-26,93.94,110,0.08,put,15.6263,15.5842,15.4279,15.7404,0.1986,54,810,0.05
2023-01-26,93.94,90,0.25,call,7.2859,7.4296,7.3567,7.5025,0.2355,55,440,0.05
2023-01-26,93.94,90,0.25,put,1.3635,1.355,1.3414,1.3687,0.1807,47,893,0.05
2023-01-26,93.94,95,0.25,call,3.7959,3.8171,3.7792,3.8551,0.1996,50,450,0.05
2023-01-26,93.94,95,0.25,put,3.8584,3.8737,3.8352,3.9123,0.2093,52,520,0.05
2023-01-26,93.94,100,0.25,call,2.342,2.3262,2.3028,2.3496,0.2255,48,432,0.05
2023-01-26,93.94,100,0.25,put,7.235,7.2221,7.1498,7.2945,0.2298,57,855,0.05
2023-01-26,93.94,105,0.25,call,0.6359,0.6379,0.6316,0.6443,0.1822,44,440,0.05
2023-01-26,93.94,105,0.25,put,12.1853,11.8886,11.7668,12.0105,0.3104,56,896,0.05
2023-01-26,93.94,110,0.25,call,0.175,0.175,0.1732,0.1767,0.1745,52,468,0.05
2023-01-26,93.94,110,0.25,put,15.2939,15.0577,14.9048,15.2107,0.2333,48,816,0.05
2023-01-26,93.94,90,0.5,call,10.1016,10.0148,9.9138,10.1158,0.2566,51,510,0.05
2023-01-26,93.94,90,0.5,put,4.7561,4.6168,4.5692,4.6644,0.2907,47,376,0.05
2023-01-26,93.94,95,0.5,call,9.914,9.8911,9.7919,9.9902,0.3526,43,387,0.05
2023-01-26,93.94,95,0.5,put,5.9326,6.0574,5.9981,6.1167,0.2494,58,754,0.05
2023-01-26,93.94,100,0.5,call,5.8838,5.9218,5.863,5.9806,0.2798,53,583,0.05
2023-01-26,93.94,100,0.5,put,9.6711,9.7656,9.6689,9.8624,0.2872,37,481,0.05
2023-01-26,93.94,105,0.5,call,1.1161,1.1143,1.1031,1.1254,0.1447,53,424,0.05
2023-01-26,93.94,105,0.5,put,11.4472,11.407,11.2925,11.5215,0.2291,66,1122,0.05
2023-01-26,93.94,110,0.5,call,2.3795,2.3718,2.348,2.3956,0.2529,38,228,0.05
2023-01-26,93.94,110,0.5,put,15.437,15.2927,15.1383,15.4471,0.2393,41,697,0.05
2023-01-27,94.11,90,0.08,call,5.5039,5.4545,5.3995,5.5095,0.2606,44,440,0.05
2023-01-27,94.11,90,0.08,put,0.4525,0.4521,0.4476,0.4566,0.1844,52,520,0.05
2023-01-27,94.11,95,0.08,call,3.3478,3.3645,3.331,3.398,0.3379,46,736,0.05
2023-01-27,94.11,95,0.08,put,2.641,2.6206,2.5942,2.6471,0.2233,50,900,0.05
2023-01-27,94.11,100,0.08,call,1.4135,1.4158,1.4016,1.4299,0.3198,40,400,0.05
2023-01-27,94.11,100,0.08,put,6.1684,6.1994,6.1377,6.2611,0.2317,53,954,0.05
2023-01-27,94.11,105,0.08,call,0.0015,0.0014,0.0014,0.0015,0.1253,38,380,0.05
2023-01-27,94.11,105,0.08,put,11.1536,11.3062,11.1947,11.4177,0.3442,47,846,0.05
2023-01-27,94.11,110,0.08,call,0.0041,0.0041,0.0041,0.0041,0.1916,40,440,0.05
2023-01-27,94.11,110,0.08,put,15.5271,15.8526,15.6973,16.0078,0.276,39,468,0.05
2023-01-27,94.11,90,0.25,call,8.9824,8.9659,8.8761,9.0557,0.3297,46,598,0.05
2023-01-27,94.11,90,0.25,put,1.1122,1.1195,1.1084,1.1307,0.1665,52,572,0.05
2023-01-27,94.11,95,0.25,call,5.6039,5.6369,5.5809,5.693,0.2914,36,216,0.05
2023-01-27,94.11,95,0.25,put,4.2942,4.2152,4.1723,4.2581,0.2369,55,990,0.05
2023-01-27,94.11,100,0.25,call,2.8061,2.7872,2.7592,2.8153,0.2484,46,322,0.05
2023-01-27,94.11,100,0.25,put,7.5822,7.5794,7.5035,7.6552,0.2556,51,306,0.05
2023-01-27,94.11,105,0.25,call,1.5831,1.6018,1.5859,1.6176,0.2525,50,650,0.05
2023-01-27,94.11,105,0.25,put,11.4934,11.3474,11.2325,11.4624,0.2742,42,462,0.05
2023-01-27,94.11,110,0.25,call,0.9419,0.9313,0.9219,0.9408,0.2643,47,470,0.05
2023-01-27,94.11,110,0.25,put,14.6003,14.4945,14.3485,14.6405,0.1491,34,612,0.05
2023-01-27,94.11,90,0.5,call,10.2986,10.3614,10.2584,10.4643,0.26,52,624,0.05
2023-01-27,94.11,90,0.5,put,5.7242,5.7853,5.7281,5.8426,0.333,63,441,0.05
2023-01-27,94.11,95,0.5,call,8.1205,8.2643,8.1831,8.3455,0.2802,53,1007,0.05
2023-01-27,94.11,95,0.5,put,6.5162,6.5475,6.4823,6.6126,0.2746,45,855,0.05
2023-01-27,94.11,100,0.5,call,5.4382,5.4565,5.4021,5.5109,0.2599,44,748,0.05
2023-01-27,94.11,100,0.5,put,8.2958,8.1453,8.0624,8.2283,0.2386,61,671,0.05
2023-01-27,94.11,105,0.5,call,2.281,2.2626,2.2398,2.2854,0.1971,50,900,0.05
2023-01-27,94.11,105,0.5,put,9.8734,9.9589,9.8602,10.0576,0.1654,39,312,0.05
2023-01-27,94.11,110,0.5,call,2.0625,2.0421,2.0215,2.0628,0.2359,48,528,0.05
2023-01-27,94.11,110,0.5,put,15.2338,15.4454,15.2931,15.5978,0.2358,42,630,0.05
2023-01-28,92.43,90,0.08,call,4.5817,4.6408,4.595,4.6866,0.2906,44,308,0.05
2023-01-28,92.43,90,0.08,put,1.7724,1.787,1.7693,1.8047,0.2882,56,392,0.05
2023-01-28,92.43,95,0.08,call,1.7075,1.7018,1.6847,1.7188,0.2523,67,469,0.05
2023-01-28,92.43,95,0.08,put,4.0634,4.0697,4.0291,4.1103,0.2685,45,270,0.05
2023-01-28,92.43,100,0.08,call,0.5408,0.5461,0.5407,0.5516,0.2555,58,986,0.05
2023-01-28,92.43,100,0.08,put,7.5108,7.5342,7.4591,7.6094,0.2207,44,264,0.05
2023-01-28,92.43,105,0.08,call,0.1683,0.1686,0.1669,0.1703,0.2704,43,516,0.05
2023-01-28,92.43,105,0.08,put,12.3153,12.2226,12.0995,12.3458,0.2682,42,630,0.05
2023-01-28,92.43,110,0.08,call,0.0038,0.0038,0.0037,0.0038,0.2106,47,564,0.05
2023-01-28,92.43,110,0.08,put,17.1654,17.098,16.9264,17.2697,0.267,50,850,0.05
2023-01-28,92.43,90,0.25,call,7.1076,7.1808,7.1097,7.2519,0.2846,54,810,0.05
2023-01-28,92.43,90,0.25,put,3.7188,3.6666,3.6294,3.7038,0.2936,43,473,0.05
2023-01-28,92.43,95,0.25,call,4.9046,4.9212,4.8722,4.9703,0.3003,51,408,0.05
2023-01-28,92.43,95,0.25,put,5.0628,4.9747,4.9241,5.0253,0.2333,49,343,0.05
2023-01-28,92.43,100,0.25,call,2.8437,2.8268,2.7984,2.8553,0.2852,56,952,0.05
2023-01-28,92.43,100,0.25,put,8.8439,8.7748,8.6864,8.8633,0.2657,51,306,0.05
2023-01-28,92.43,105,0.25,call,0.9224,0.9323,0.923,0.9415,0.2288,42,798,0.05
2023-01-28,92.43,105,0.25,put,13.4709,13.479,13.3443,13.6137,0.3226,40,760,0.05
2023-01-28,92.43,110,0.25,call,0.7375,0.7274,0.7201,0.7348,0.2674,44,748,0.05
2023-01-28,92.43,110,0.25,put,16.3675,16.2577,16.094,16.4213,0.1873,42,378,0.05
2023-01-28,92.43,90,0.5,call,8.7822,8.8696,8.7818,8.9574,0.2435,48,432,0.05
2023-01-28,92.43,90,0.5,put,6.374,6.4015,6.3377,6.4652,0.3352,41,451,0.05
2023-01-28,92.43,95,0.5,call,7.5459,7.5522,7.4768,7.6277,0.2939,46,506,0.05
2023-01-28,92.43,95,0.5,put,8.7756,8.7341,8.6463,8.8218,0.3326,51,714,0.05
2023-01-28,92.43,100,0.5,call,5.3152,5.2772,5.224,5.3303,0.284,39,234,0.05
2023-01-28,92.43,100,0.5,put,10.2138,10.1195,10.0173,10.2216,0.2761,53,901,0.05
2023-01-28,92.43,105,0.5,call,3.8962,3.8482,3.8092,3.8871,0.2884,49,637,0.05
2023-01-28,92.43,105,0.5,put,11.3642,11.3963,11.2827,11.51,0.1755,36,216,0.05
2023-01-28,92.43,110,0.5,call,2.1226,2.1492,2.128,2.1705,0.2584,41,451,0.05
2023-01-28,92.43,110,0.5,put,16.3871,16.4197,16.2558,16.5836,0.2276,50,900,0.05
2023-01-29,92.98,90,0.08,call,4.6589,4.649,4.6024,4.6956,0.2583,44,792,0.05
2023-01-29,92.98,90,0.08,put,1.9401,1.96,1.9406,1.9794,0.3252,45,585,0.05
2023-01-29,92.98,95,0.08,call,1.7603,1.772,1.7544,1.7896,0.2357,46,460,0.05
2023-01-29,92.98,95,0.08,put,3.2621,3.2659,3.2333,3.2985,0.2224,43,559,0.05
2023-01-29,92.98,100,0.08,call,0.2663,0.2645,0.2619,0.2672,0.1942,46,368,0.05
2023-01-29,92.98,100,0.08,put,6.7643,6.8058,6.7381,6.8734,0.1668,49,882,0.05
2023-01-29,92.98,105,0.08,call,0.2744,0.274,0.2712,0.2767,0.2897,43,559,0.05
2023-01-29,92.98,105,0.08,put,11.6961,11.581,11.4641,11.698,0.2337,43,258,0.05
2023-01-29,92.98,110,0.08,call,0.0859,0.0863,0.0854,0.0871,0.2995,45,315,0.05
2023-01-29,92.98,110,0.08,put,16.5888,16.8724,16.7065,17.0383,0.2266,36,360,0.05
2023-01-29,92.98,90,0.25,call,6.7308,6.7313,6.664,6.7986,0.2416,61,671,0.05
2023-01-29,92.98,90,0.25,put,2.4978,2.4991,2.4741,2.5241,0.2337,50,850,0.05
2023-01-29,92.98,95,0.25,call,4.4734,4.5151,4.4704,4.5599,0.2621,42,588,0.05
2023-01-29,92.98,95,0.25,put,3.0169,3.0098,2.9796,3.04,0.1383,58,754,0.05
2023-01-29,92.98,100,0.25,call,1.3259,1.3127,1.2995,1.326,0.1819,50,300,0.05
2023-01-29,92.98,100,0.25,put,8.5689,8.5156,8.4299,8.6012,0.271,64,1216,0.05
2023-01-29,92.98,105,0.25,call,0.9419,0.9406,0.9312,0.95,0.2223,30,450,0.05
2023-01-29,92.98,105,0.25,put,12.2911,12.2419,12.119,12.3648,0.2706,53,1007,0.05
2023-01-29,92.98,110,0.25,call,0.7712,0.7823,0.7745,0.79,0.2635,43,473,0.05
2023-01-29,92.98,110,0.25,put,17.0499,17.0974,16.9269,17.2679,0.3192,51,255,0.05
2023-01-29,92.98,90,0.5,call,10.3469,10.5425,10.439,10.646,0.2931,62,868,0.05
2023-01-29,92.98,90,0.5,put,4.9231,4.984,4.9348,5.0332,0.2841,47,658,0.05
2023-01-29,92.98,95,0.5,call,7.1979,7.2031,7.1312,7.2751,0.269,51,663,0.05
2023-01-29,92.98,95,0.5,put,6.6542,6.7611,6.6945,6.8276,0.2607,54,810,0.05
2023-01-29,92.98,100,0.5,call,4.8863,4.8607,4.8118,4.9096,0.2581,39,741,0.05
2023-01-29,92.98,100,0.5,put,9.8645,9.8267,9.7281,9.9254,0.2747,36,540,0.05
2023-01-29,92.98,105,0.5,call,1.6932,1.6956,1.6787,1.7125,0.1843,41,697,0.05
2023-01-29,92.98,105,0.5,put,11.9215,11.7512,11.632,11.8704,0.2211,48,624,0.05
2023-01-29,92.98,110,0.5,call,2.3105,2.3104,2.2873,2.3335,0.2611,35,175,0.05
2023-01-29,92.98,110,0.5,put,16.1693,16.1973,16.0356,16.359,0.2392,46,414,0.05
2023-01-30,92.11,90,0.08,call,3.5403,3.5758,3.5404,3.6112,0.2022,51,306,0.05
2023-01-30,92.11,90,0.08,put,1.5718,1.5573,1.5415,1.573,0.2561,52,936,0.05
2023-01-30,92.11,95,0.08,call,2.0979,2.0824,2.0614,2.1034,0.3035,52,676,0.05
2023-01-30,92.11,95,0.08,put,4.6658,4.6654,4.6188,4.7121,0.3096,38,532,0.05
2023-01-30,92.11,100,0.08,call,0.0533,0.0534,0.0529,0.054,0.1505,47,282,0.05
2023-01-30,92.11,100,0.08,put,7.9169,7.9253,7.8462,8.0045,0.2449,44,528,0.05
2023-01-30,92.11,105,0.08,call,0.2156,0.2138,0.2117,0.216,0.2912,54,432,0.05
2023-01-30,92.11,105,0.08,put,12.4688,12.5258,12.4011,12.6505,0.1546,43,516,0.05
2023-01-30,92.11,110,0.08,call,0.0886,0.0883,0.0874,0.0892,0.3156,29,406,0.05
2023-01-30,92.11,110,0.08,put,17.5175,17.3371,17.1619,17.5123,0.3047,46,506,0.05
2023-01-30,92.11,90,0.25,call,8.41,8.435,8.3509,8.5191,0.37,43,602,0.05
2023-01-30,92.11,90,0.25,put,4.4914,4.488,4.443,4.5329,0.3311,39,546,0.05
2023-01-30,92.11,95,0.25,call,3.5534,3.5503,3.5148,3.5859,0.2349,49,784,0.05
2023-01-30,92.11,95,0.25,put,6.038,6.1747,6.1143,6.235,0.2774,54,486,0.05
2023-01-30,92.11,100,0.25,call,2.7174,2.7379,2.7107,2.7651,0.2841,56,448,0.05
2023-01-30,92.11,100,0.25,put,7.8755,8.0257,7.947,8.1045,0.1906,57,399,0.05
2023-01-30,92.11,105,0.25,call,1.0777,1.0912,1.0804,1.102,0.2464,34,340,0.05
2023-01-30,92.11,105,0.25,put,11.9962,11.8084,11.6884,11.9283,0.1834,39,273,0.05
2023-01-30,92.11,110,0.25,call,1.0425,1.0514,1.041,1.0619,0.3013,33,495,0.05
2023-01-30,92.11,110,0.25,put,16.9207,16.7249,16.5557,16.8941,0.2315,51,459,0.05
2023-01-30,92.11,90,0.5,call,9.8671,10.0826,9.9839,10.1813,0.2962,43,387,0.05
2023-01-30,92.11,90,0.5,put,5.0972,5.1319,5.0809,5.1829,0.2785,55,605,0.05
2023-01-30,92.11,95,0.5,call,6.8913,6.9143,6.8454,6.9832,0.2751,50,650,0.05
2023-01-30,92.11,95,0.5,put,7.0007,7.0413,6.9713,7.1113,0.2585,49,686,0.05
2023-01-30,92.11,100,0.5,call,5.0052,4.9853,4.9353,5.0354,0.2772,54,648,0.05
2023-01-30,92.11,100,0.5,put,8.3578,8.345,8.2614,8.4286,0.1949,47,752,0.05
2023-01-30,92.11,105,0.5,call,0.8104,0.799,0.7909,0.8071,0.147,53,901,0.05
2023-01-30,92.11,105,0.5,put,13.2899,13.3087,13.1758,13.4416,0.2545,55,550,0.05
2023-01-30,92.11,110,0.5,call,0.1766,0.1731,0.1713,0.1749,0.1288,56,616,0.05
2023-01-30,92.11,110,0.5,put,17.8143,17.994,17.8159,18.1721,0.2876,40,720,0.05
2023-01-31,91.7,90,0.08,call,3.26,3.261,3.2284,3.2936,0.2024,55,770,0.05
2023-01-31,91.7,90,0.08,put,1.5278,1.5098,1.4945,1.525,0.2365,42,462,0.05
2023-01-31,91.7,95,0.08,call,2.0308,1.9759,1.9556,1.9962,0.3128,37,592,0.05
2023-01-31,91.7,95,0.08,put,4.0469,4.018,3.9775,4.0584,0.2185,50,700,0.05
2023-01-31,91.7,100,0.08,call,0.2525,0.25,0.2475,0.2526,0.2195,29,522,0.05
2023-01-31,91.7,100,0.08,put,8.361,8.4844,8.4008,8.568,0.2599,49,294,0.05
2023-01-31,91.7,105,0.08,call,0.0279,0.0278,0.0275,0.0281,0.2106,48,864,0.05
2023-01-31,91.7,105,0.08,put,12.8866,13.0427,12.9139,13.1716,0.171,56,616,0.05
2023-01-31,91.7,110,0.08,call,0.0002,0.0002,0.0002,0.0002,0.1726,39,351,0.05
2023-01-31,91.7,110,0.08,put,17.9058,17.7414,17.5624,17.9205,0.2901,39,624,0.05
2023-01-31,91.7,90,0.25,call,5.4876,5.5355,5.4806,5.5904,0.2177,52,884,0.05
2023-01-31,91.7,90,0.25,put,3.2039,3.1699,3.1378,3.2019,0.2485,50,950,0.05
2023-01-31,91.7,95,0.25,call,3.0102,3.0071,2.977,3.0372,0.2153,52,468,0.05
2023-01-31,91.7,95,0.25,put,6.1177,6.1829,6.1217,6.2441,0.2697,46,828,0.05
2023-01-31,91.7,100,0.25,call,1.7737,1.7648,1.747,1.7825,0.2339,58,812,0.05
2023-01-31,91.7,100,0.25,put,10.2631,10.163,10.0603,10.2656,0.3213,44,528,0.05
2023-01-31,91.7,105,0.25,call,1.6511,1.6543,1.6378,1.6708,0.2968,50,400,0.05
2023-01-31,91.7,105,0.25,put,13.2258,13.2042,13.072,13.3365,0.2649,40,360,0.05
2023-01-31,91.7,110,0.25,call,1.3115,1.3114,1.2983,1.3245,0.331,38,418,0.05
2023-01-31,91.7,110,0.25,put,17.4889,17.421,17.2461,17.5959,0.2563,37,296,0.05
2023-01-31,91.7,90,0.5,call,8.0996,8.1319,8.0509,8.2129,0.2347,46,644,0.05
2023-01-31,91.7,90,0.5,put,5.0872,5.0912,5.0404,5.1421,0.2719,38,380,0.05
2023-01-31,91.7,95,0.5,call,6.1101,6.1925,6.1314,6.2536,0.2533,42,714,0.05
2023-01-31,91.7,95,0.5,put,8.9156,8.8176,8.7285,8.9068,0.3249,64,320,0.05
2023-01-31,91.7,100,0.5,call,5.9459,5.9793,5.9198,6.0388,0.321,44,440,0.05
2023-01-31,91.7,100,0.5,put,8.443,8.3602,8.2758,8.4447,0.1873,46,322,0.05
2023-01-31,91.7,105,0.5,call,1.6116,1.6275,1.6114,1.6436,0.1955,51,663,0.05
2023-01-31,91.7,105,0.5,put,13.925,14.0846,13.9453,14.2238,0.2697,44,748,0.05
2023-01-31,91.7,110,0.5,call,1.1156,1.1065,1.0954,1.1177,0.2111,55,330,0.05
2023-01-31,91.7,110,0.5,put,16.5289,16.3187,16.1534,16.484,0.2001,41,615,0.05
2023-02-01,90.84,90,0.08,call,3.1409,3.1479,3.1165,3.1793,0.2451,54,972,0.05
2023-02-01,90.84,90,0.08,put,2.5194,2.4972,2.472,2.5224,0.3028,54,594,0.05
2023-02-01,90.84,95,0.08,call,1.9803,1.9826,1.9628,2.0024,0.3399,40,760,0.05
2023-02-01,90.84,95,0.08,put,4.8985,4.906,4.857,4.955,0.2467,48,576,0.05
2023-02-01,90.84,100,0.08,call,0.2952,0.2888,0.2858,0.2917,0.2479,49,735,0.05
2023-02-01,90.84,100,0.08,put,8.9576,8.8216,8.732,8.9111,0.2244,46,460,0.05
2023-02-01,90.84,105,0.08,call,0.0,0.0,0.0,0.0,0.1185,36,288,0.05
2023-02-01,90.84,105,0.08,put,13.836,13.8014,13.6631,13.9398,0.2706,53,1007,0.05
2023-02-01,90.84,110,0.08,call,0.0155,0.0154,0.0152,0.0155,0.2659,41,369,0.05
2023-02-01,90.84,110,0.08,put,18.7571,18.6759,18.4883,18.8635,0.2966,36,288,0.05
2023-02-01,90.84,90,0.25,call,6.2261,6.2139,6.1516,6.2761,0.2897,57,798,0.05
2023-02-01,90.84,90,0.25,put,2.9767,2.9651,2.9354,2.9949,0.2164,49,735,0.05
2023-02-01,90.84,95,0.25,call,3.1329,3.1416,3.1103,3.1729,0.2426,45,405,0.05
2023-02-01,90.84,95,0.25,put,5.7921,5.8312,5.7733,5.8891,0.2245,49,294,0.05
2023-02-01,90.84,100,0.25,call,1.6824,1.6797,1.6629,1.6965,0.2434,49,686,0.05
2023-02-01,90.84,100,0.25,put,10.43,10.5235,10.4192,10.6278,0.2968,54,864,0.05
2023-02-01,90.84,105,0.25,call,0.9131,0.8857,0.8765,0.8948,0.2511,37,370,0.05
2023-02-01,90.84,105,0.25,put,14.0899,14.1869,14.046,14.3278,0.2786,53,636,0.05
2023-02-01,90.84,110,0.25,call,1.1805,1.1781,1.1663,1.1899,0.332,43,344,0.05
2023-02-01,90.84,110,0.25,put,17.9062,18.2327,18.0536,18.4118,0.1913,41,205,0.05
2023-02-01,90.84,90,0.5,call,7.6468,7.6503,7.5738,7.7267,0.2381,49,245,0.05
2023-02-01,90.84,90,0.5,put,5.5649,5.5881,5.5325,5.6438,0.2779,67,737,0.05
2023-02-01,90.84,95,0.5,call,5.1766,5.1158,5.064,5.1675,0.2336,49,637,0.05
2023-02-01,90.84,95,0.5,put,6.9794,6.9433,6.8735,7.0131,0.2332,45,315,0.05
2023-02-01,90.84,100,0.5,call,3.4538,3.3996,3.365,3.4341,0.2351,54,270,0.05
2023-02-01,90.84,100,0.5,put,12.1863,12.208,12.0861,12.3298,0.3178,55,440,0.05
2023-02-01,90.84,105,0.5,call,0.5907,0.5862,0.5803,0.5921,0.145,46,690,0.05
2023-02-01,90.84,105,0.5,put,13.3417,13.2784,13.1449,13.4118,0.2139,46,690,0.05
2023-02-01,90.84,110,0.5,call,1.2207,1.2325,1.2203,1.2447,0.2265,52,624,0.05
2023-02-01,90.84,110,0.5,put,19.336,19.6514,19.4581,19.8448,0.3152,40,400,0.05
2023-02-02,93.54,90,0.08,call,5.2582,5.2864,5.2339,5.339,0.2811,54,378,0.05
